primary_identifier,device_type,device_category,gender,district_name,age_group,network_stay,average_monthly_bill_amount,dusage_sum,dusage_min,dusage_max,dusage_avg,dusage_days,dusage_stddev,vusage_onnet_sum,vusage_onnet_max,vusage_onnet_min,vusage_onnet_days,vusage_onnet_avg,vusage_onnet_stddev,vusage_offnet_sum,vusage_offnet_max,vusage_offnet_min,vusage_offnet_days,vusage_offnet_avg,vusage_offnet_stddev,number_of_fixed_bb_accounts,number_of_iptv_accounts,add_on_tot_rental,add_on_count,next_month_plan
3854673,4G,Smartphone,MALE,Colombo,50-60,129,3780.05,44429.0,423.6869993209839,3947.059747695923,1480.9804698944092,30.0,683.2609874452418,0.0,0.0,0.0,0.0,,0.0,30.0,7.683333333333334,0.0,17.0,1.7872549019607844,1.7230835505263546,0.0,0.0,1360.0,5.0,PKG2
2979017,4G,Smartphone,MALE,Puttalam,40-50,244,1008.1,8630.0,52.03406524658203,666.7777223587036,287.69547878901164,30.0,142.81425747692893,0.0,0.0,0.0,0.0,,0.0,6.0,1.75,0.0,9.0,0.737037037037037,0.4406528884184464,0.0,1.0,,,PKG2
4303456,4G,Smartphone,MALE,Matara,40-50,26,640.62,3927.0,0.0,1118.1122589111328,145.47459944972286,27.0,251.0657899500312,0.0,0.0,0.0,0.0,,0.0,9.0,5.133333333333334,0.0,5.0,1.9466666666666668,1.0371151904504583,0.0,0.0,,,PKG1
1849820,2G,Feature phone,MALE,Kurunegala,60-70,21,673.56,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,51.0,15.1,0.0,12.0,4.251388888888889,3.5289548963990334,0.0,0.0,,,PKG1
3539448,2G,Basic,MALE,Colombo,>70,9,709.49,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,81.0,21.183333333333334,0.0,16.0,5.125,4.792690937858888,0.0,1.0,,,PKG1
1470577,4G,Smartphone,FEMALE,Gampaha,40-50,16,3070.81,8592.0,0.4430675506591797,2849.712857246399,286.4167870203654,30.0,594.6665018378798,0.0,0.0,0.0,0.0,,0.0,3.0,3.683333333333333,0.0,1.0,3.683333333333333,0.672481584492454,1.0,0.0,0.0,1.0,PKG2
1428567,2G,Feature phone,MALE,Gampaha,30-40,17,1224.54,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.183333333333333,0.0,1.0,2.183333333333333,0.514616601863543,0.0,1.0,,,PKG2
1665134,4G,Smartphone,MALE,Colombo,60-70,14,708.5,197.0,2.310321807861328,45.68898010253906,10.373291065818384,19.0,10.810003207510531,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG2
6410141,4G,Smartphone,MALE,Kandy,50-60,120,1882.81,9041.0,78.54039287567139,560.1529932022095,301.37230488459267,30.0,145.60992636628092,0.0,0.0,0.0,0.0,,0.0,58.0,19.933333333333334,0.0,16.0,3.6666666666666665,3.832327037666159,0.0,0.0,350.0,1.0,PKG4
4458046,3G,Pluggable card,MALE,Matale,40-50,8,821.81,13736.0,0.2306470870971679,1901.1148386001587,490.5893730095455,28.0,489.44934256705824,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,360.0,2.0,PKG1
1738557,4G,Smartphone,FEMALE,Colombo,50-60,152,2638.83,7557.0,3.256593704223633,617.7445049285889,251.92610003153484,30.0,171.29093819129008,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG6
9067157,2G,Basic,MALE,Matale,50-60,64,1836.35,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,220.0,46.3,0.0,22.0,10.018939393939394,11.02982553827816,0.0,0.0,,,PKG2
9356074,4G,Smartphone,FEMALE,Colombo,30-40,115,8594.5,14829.0,2.440216064453125,1501.788293838501,494.3094873110453,30.0,376.7714664966053,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,950.0,1.0,PKG8
4407119,4G,Smartphone,MALE,Colombo,50-60,81,2939.19,1755.0,2.157917022705078,229.20263671875,58.525095049540205,30.0,57.52490538653473,0.0,0.0,0.0,0.0,,0.0,69.0,17.9,0.0,20.0,3.495833333333333,3.67018139626388,0.0,0.0,840.0,2.0,PKG3
9177331,4G,Smartphone,FEMALE,Colombo,40-50,5,1089.73,19446.0,0.0,2559.277180671692,845.4891716086346,23.0,846.5272208866703,0.0,0.0,0.0,0.0,,0.0,88.0,20.58333333333333,0.0,11.0,8.07121212121212,5.087404029300558,0.0,0.0,360.0,2.0,PKG1
9407615,4G,Smartphone,MALE,Colombo,30-40,5,1295.4,3120.0,0.0,1211.4288482666016,208.0109488805135,15.0,239.32637087296663,0.0,0.0,0.0,0.0,,0.0,35.0,27.73333333333333,0.0,8.0,4.4625,5.13515877433769,0.0,0.0,350.0,1.0,PKG2
5417030,4G,Smartphone,FEMALE,Colombo,>70,96,1052.56,3001.0,0.0773029327392578,925.9830455780028,103.5077091743206,29.0,243.19217649417405,0.0,0.0,0.0,0.0,,0.0,8.0,2.4166666666666665,0.0,10.0,0.8866666666666667,0.6193358555946668,0.0,0.0,50.0,1.0,PKG1
4884677,4G,Smartphone,MALE,Gampaha,30-40,113,2483.58,12114.0,0.0,792.6095542907715,417.7360490601639,29.0,207.2290625814778,0.0,0.0,0.0,0.0,,0.0,167.0,17.5,0.0,27.0,6.216049382716049,5.137116707990952,0.0,2.0,,,PKG3
1592844,4G,Smartphone,MALE,Kalutara,30-40,210,1683.03,13357.0,2.21584415435791,1159.4050931930542,445.2339964230856,30.0,326.55530003805205,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG5
4098272,4G,Smartphone,MALE,Kalutara,60-70,102,6979.96,52629.0,40.57296085357666,4348.309429168701,1754.301362546285,30.0,1003.615630750627,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,500.0,2.0,PKG8
5801376,2G,Feature phone,MALE,Colombo,60-70,193,560.88,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,2.683333333333333,0.0,4.0,1.3458333333333334,0.681083209765399,0.0,0.0,20.0,1.0,PKG1
9484999,4G,Smartphone,MALE,Anuradhapura,40-50,16,3441.6,30289.0,26.51957416534424,3249.303442955017,1009.6585209846496,30.0,753.7673133257623,0.0,0.75,0.0,1.0,0.75,0.1369306393762915,396.0,33.833333333333336,0.1833333333333333,30.0,13.223333333333333,10.904881855199628,0.0,0.0,,,PKG3
4080289,4G,Smartphone,MALE,Colombo,30-40,34,986.22,12530.0,7.390100479125977,1134.5829782485962,417.67211338678993,30.0,275.04340756281863,4.0,4.366666666666666,0.0,1.0,4.366666666666666,0.7972406114797418,29.0,7.15,0.0,8.0,3.6416666666666666,2.074849084357894,0.0,0.0,,,PKG2
4658945,3G,Smartphone,FEMALE,Ratnapura,>70,3,663.68,4994.0,7.219521522521973,1412.6867094039917,499.48397388458255,10.0,494.5019192389205,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,350.0,1.0,PKG1
7971612,4G,Smartphone,MALE,Nuwara Eliya,30-40,40,2995.09,45934.0,520.6603183746338,4163.307747840881,1531.1486768722534,30.0,830.8033043889114,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1290.0,3.0,PKG6
1198344,4G,Smartphone,MALE,Colombo,30-40,147,894.14,1904.0,0.0,354.8651733398437,70.53418774074979,27.0,78.14718753590496,0.0,0.0,0.0,0.0,,0.0,208.0,41.1,0.0,20.0,10.411666666666669,10.381731055995882,0.0,0.0,,,PKG2
9649789,4G,Smartphone,MALE,Colombo,60-70,142,1625.16,0.0,0.0,0.0084857940673828,0.0018916130065917,14.0,0.0017742208626536,0.0,0.0,0.0,0.0,,0.0,47.0,9.066666666666666,0.0,19.0,2.495614035087719,2.269589407620381,0.0,0.0,450.0,2.0,PKG1
9664087,4G,Smartphone,MALE,Gampaha,20-30,17,582.56,6.0,0.0,6.200821876525879,0.3456684218512641,18.0,1.1513257026409824,0.0,0.0,0.0,0.0,,0.0,99.0,18.48333333333333,0.0,23.0,4.347101449275362,4.270396259023972,0.0,0.0,,,PKG1
6143519,4G,Smartphone,MALE,Kegalle,30-40,83,-456.68,335.0,0.0,293.5038728713989,37.26009782155355,9.0,83.76019430128696,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,50.0,1.0,PKG1
7100255,4G,Smartphone,,Colombo,,28,5737.55,48725.0,699.9803056716919,2929.297595977783,1624.1898776690166,30.0,611.3536164770956,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,200.0,1.0,PKG7
3835213,4G,Smartphone,FEMALE,Colombo,20-30,41,1494.75,12182.0,0.0,2602.669172286988,507.5879508654277,24.0,573.8182357220195,13.0,8.033333333333333,0.0,4.0,3.3666666666666667,1.5906511674952164,13.0,6.616666666666666,0.0,7.0,1.9404761904761905,1.2820159183156872,0.0,0.0,500.0,1.0,PKG3
1062691,4G,Smartphone,MALE,Colombo,60-70,49,1928.5,44846.0,533.5551061630249,2957.559428215027,1494.8797464370728,30.0,647.9970603878347,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,770.0,3.0,PKG3
3765259,4G,Smartphone,FEMALE,Galle,20-30,44,2113.67,12054.0,11.7594575881958,1483.0893297195437,401.8228467623393,30.0,327.5522046619688,515.0,87.58333333333333,0.0,23.0,22.392028985507245,24.74971011995315,18.0,11.766666666666667,0.0,4.0,4.5,2.2070810806474066,0.0,0.0,,,PKG4
7750702,4G,Smartphone,MALE,Colombo,30-40,16,2682.09,4358.0,0.0,1223.6351671218872,290.5337937672933,15.0,308.4639086634421,0.0,0.0,0.0,0.0,,0.0,11.0,10.6,0.0,2.0,5.641666666666667,2.310458737289973,0.0,0.0,1190.0,6.0,PKG4
1722143,4G,Smartphone,FEMALE,Colombo,40-50,135,3565.04,18908.0,11.56624698638916,1961.8870105743408,630.2906997998556,30.0,583.3779439171458,0.0,0.0,0.0,0.0,,0.0,18.0,16.916666666666668,0.0,4.0,4.733333333333333,3.084315573069399,0.0,0.0,250.0,2.0,PKG1
6230167,4G,Smartphone,MALE,Galle,40-50,168,2320.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,274.0,53.88333333333333,0.0,29.0,9.470689655172414,10.802992126669762,0.0,1.0,,,PKG2
4150835,4G,Smartphone,FEMALE,Gampaha,40-50,154,2919.55,7023.0,2.44070053100586,565.8493118286133,234.1024175008138,30.0,145.27497873210925,0.0,0.0,0.0,0.0,,0.0,292.0,40.38333333333333,0.0,28.0,10.444642857142858,9.89671503029185,0.0,0.0,500.0,1.0,PKG4
4465033,4G,Smartphone,FEMALE,Kandy,<20,5,1560.54,17379.0,0.0,1342.01397895813,599.3047141042249,29.0,445.1117865761704,0.0,0.3666666666666666,0.0,1.0,0.3666666666666666,0.0669438681395203,338.0,69.13333333333334,0.0,26.0,13.037820512820511,15.75522079944727,0.0,0.0,360.0,2.0,PKG1
4101172,4G,Smartphone,MALE,Kandy,30-40,165,3508.94,40988.0,508.4356298446655,2098.9313039779663,1366.2920025507608,30.0,417.0212288312978,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1000.0,2.0,PKG6
9435547,4G,Smartphone,MALE,Kalutara,40-50,189,2782.88,17672.0,70.31025505065918,1344.3778867721558,589.0741669654847,30.0,328.66718595664787,0.0,0.0,0.0,0.0,,0.0,131.0,21.066666666666663,0.0,27.0,4.866049382716049,5.248611718166197,0.0,0.0,350.0,1.0,PKG4
1721767,4G,Smartphone,MALE,Jaffna,40-50,204,1843.76,13625.0,55.9884672164917,1776.4898490905762,454.1875245730082,30.0,402.1249351610832,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG5
9484855,4G,Smartphone,MALE,Kandy,>70,118,1205.62,1.0,0.0,0.3544015884399414,0.1083729607718331,14.0,0.1056577882862049,0.0,0.0,0.0,0.0,,0.0,21.0,9.333333333333334,0.0,4.0,5.3375,2.136761568355253,0.0,0.0,,,PKG3
5931652,4G,Smartphone,MALE,Ampara,30-40,185,1267.96,12686.0,0.0,1099.790033340454,487.9358781667856,26.0,270.7508484303648,0.0,0.0,0.0,0.0,,0.0,26.0,10.183333333333334,0.0,13.0,2.046153846153846,1.998995916536475,0.0,0.0,750.0,5.0,PKG1
5592764,4G,Smartphone,MALE,Gampaha,30-40,188,4442.24,17442.0,15.77261447906494,2040.4286336898804,601.4714218008107,29.0,570.0863947848792,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,PKG5
4657194,4G,Smartphone,MALE,Colombo,50-60,185,2957.33,15221.0,27.95741271972656,1322.4232807159424,507.39820839564,30.0,381.2078009622716,0.0,0.0,0.0,0.0,,0.0,132.0,18.633333333333333,0.0,21.0,6.29047619047619,5.046005589948658,0.0,0.0,950.0,1.0,PKG3
3568242,4G,Smartphone,MALE,Badulla,50-60,155,1732.97,1536.0,0.0,525.1144456863403,153.6392946243286,10.0,122.90421804223531,2.0,2.2,0.0,1.0,2.2,0.4016632088371218,91.0,17.833333333333332,0.0,21.0,4.354761904761904,3.861474293126279,0.0,0.0,,,PKG1
1080457,4G,Smartphone,MALE,Gampaha,40-50,142,0.0,7790.0,0.0,1263.1265535354614,519.3439709981283,15.0,336.07271324382094,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,PKG6
1029129,4G,Smartphone,MALE,Colombo,50-60,251,734.03,11783.0,0.0,2773.5466709136963,453.21167579064,26.0,525.1381160196506,0.0,0.0,0.0,0.0,,0.0,14.0,5.05,0.0,5.0,2.87,1.2215431324849209,1.0,1.0,360.0,2.0,PKG1
1428801,4G,Smartphone,MALE,Gampaha,20-30,34,701.2,6535.0,10.016416549682615,808.7625465393066,217.8421578407288,30.0,205.2853917248167,0.0,0.0,0.0,0.0,,0.0,69.0,47.46666666666667,0.0,11.0,6.3106060606060606,8.658565049871763,0.0,0.0,,,PKG1
